survey_id,dataset,variable,val_raw,value,notes,Questions,varcode,analysis
SEN2017BBS_MSM,kp,cdm_often_vag,4,0,,Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports vaginaux ?,,
SEN2017BBS_MSM,kp,cdm_often_whenpayingman,1,3,,[About men the individual has paid for sex]  Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
SEN2017BBS_MSM,kp,cdm_often_whenpayingman,2,2,,[About men the individual has paid for sex]  Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
SEN2017BBS_MSM,kp,cdm_often_whenpayingman,3,1,,[About men the individual has paid for sex]  Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
SEN2017BBS_MSM,kp,cdm_often_whenpayingman,4,0,,[About men the individual has paid for sex]  Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
SEN2017BBS_MSM,kp,cdm_often_whenpayingman,6,,,[About men the individual has paid for sex]  Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
CAF2019BBS_MSM,kp,cdm_often_whenpayingwoman,1,3,,Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
CAF2019BBS_MSM,kp,cdm_often_whenpayingwoman,2,2,,Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
CAF2019BBS_MSM,kp,cdm_often_whenpayingwoman,3,1,,Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
CAF2019BBS_MSM,kp,cdm_often_whenpayingwoman,4,0,,Avec quelle fréquence avez-vous utilisé le préservatif pour ces rapports ?,,
NGA2020BBS_TG,kp,cdm_often_yr,Almost_every_time,2,,How often did you use a condom with any of your sexual partners in the last 12 months?,,
NGA2020BBS_TG,kp,cdm_often_yr,Don't_know,,,How often did you use a condom with any of your sexual partners in the last 12 months?,,
NGA2020BBS_TG,kp,cdm_often_yr,Every_time,3,,How often did you use a condom with any of your sexual partners in the last 12 months?,,
NGA2020BBS_TG,kp,cdm_often_yr,Never,0,,How often did you use a condom with any of your sexual partners in the last 12 months?,,
NGA2020BBS_TG,kp,cdm_often_yr,No_response,,,How often did you use a condom with any of your sexual partners in the last 12 months?,,
NGA2020BBS_TG,kp,cdm_often_yr,Sometimes,1,,How often did you use a condom with any of your sexual partners in the last 12 months?,,
CAF2019BBS_FSW,kp,cdm_who_last_new,1,1,,"Cette fois là,qui a proposé d'utiliser le préservatif ?",,
CAF2019BBS_FSW,kp,cdm_who_last_new,2,2,,"Cette fois là,qui a proposé d'utiliser le préservatif ?",,
CAF2019BBS_FSW,kp,cdm_who_last_new,3,3,,"Cette fois là,qui a proposé d'utiliser le préservatif ?",,
CAF2019BBS_FSW,kp,cdm_who_last_reg,3,,,Avez-vous utilisé un préservatif lors de votre dernier rapport sexuel avec cette personne ? [votre dernier ancien partenaire payant],,
CAF2019BBS_FSW,kp,cdm_who_last_reg,1,1,,"Cette fois là,qui a proposé d'utiliser le préservatif ?",,
CAF2019BBS_FSW,kp,cdm_who_last_reg,2,2,,"Cette fois là,qui a proposé d'utiliser le préservatif ?",,
CAF2019BBS_FSW,kp,cdm_who_last_reg,3,3,,"Cette fois là,qui a proposé d'utiliser le préservatif ?",,
CAF2019BBS_FSW,kp,cdm_who_last_reg,4,,,"Cette fois là,qui a proposé d'utiliser le préservatif ?",,
SWZ2020BBS_FSW,kp,child_hiv,No,0,,,,
SWZ2020BBS_FSW,kp,child_hiv,Not applicable,,,,,
SWZ2020BBS_FSW,kp,child_hiv,Yes,1,,,,
MWI2019BBS_FSW,kp,child_hiv,0,0,,,,
MWI2019BBS_FSW,kp,child_hiv,1,1,,,,
MWI2019BBS_FSW,kp,child_hiv,777,,,,,
MWI2019BBS_FSW,kp,child_hiv,888,,,,,
MWI2019BBS_FSW,kp,child_hiv,999,,,,,
RWA2015BBS_FSW,kp,child_hiv,0,0,,How many children tested HIV positive:,,
RWA2015BBS_FSW,kp,child_hiv,1,1,,How many children tested HIV positive:,,
RWA2015BBS_FSW,kp,child_hiv,2,1,,How many children tested HIV positive:,,
RWA2015BBS_FSW,kp,child_onart,0,0,,"Of those who tested positive, how many are on treatment?",,
RWA2015BBS_FSW,kp,child_onart,1,1,,"Of those who tested positive, how many are on treatment?",,
UGA2021BBS_FSW,kp,child_test,1,1,,,,PMTCT
UGA2021BBS_FSW,kp,child_test,2,0,,,,PMTCT
UGA2021BBS_FSW,kp,child_test,3,,,,,PMTCT
UGA2021BBS_FSW,kp,child_test2,1,1,,When youtested HIV positive were your children also tested pos?,,
UGA2021BBS_FSW,kp,child_test2,2,0,,,,
UGA2021BBS_FSW,kp,child_test2,3,,,,,
UGA2021BBS_FSW,kp,child_test2,998,,,,,
UGA2021BBS_MSM,kp,child_test2,1,1,,When youtested HIV positive were your children also tested pos?,,
UGA2021BBS_MSM,kp,child_test2,2,0,,When youtested HIV positive were your children also tested pos?,,
UGA2021BBS_MSM,kp,child_test2,3,,,When youtested HIV positive were your children also tested pos?,,
UGA2021BBS_MSM,kp,child_test2,996,,,When youtested HIV positive were your children also tested pos?,,
UGA2021BBS_MSM,kp,child_test2,998,,,When youtested HIV positive were your children also tested pos?,,
NAM2019BBS_FSW,kp,child_treatment,1,1,,,,PMTCT
NAM2019BBS_FSW,kp,child_treatment,2,0,,,,PMTCT
NAM2019BBS_FSW,kp,child_treatment,7,,,,,PMTCT
NAM2019BBS_FSW,kp,child_treatment,8,,,,,PMTCT
NAM2019BBS_FSW,kp,child_treatment,9,,,,,PMTCT
ZMB2017BBS_FSW,kp,child_treatment,1,1,,Ddi your baby receive a dose/course of treatment to prevent infection?,,
ZMB2017BBS_FSW,kp,child_treatment,2,0,,Ddi your baby receive a dose/course of treatment to prevent infection?,,
ZMB2017BBS_FSW,kp,child_treatment,9,,,Ddi your baby receive a dose/course of treatment to prevent infection?,,
ZMB2017BBS_FSW,kp,child_treatment,8,,,Ddi your baby receive a dose/course of treatment to prevent infection?,,
BEN2012BBS_FSW,kp,children,198,,,How many living children do you have ?,,
GHA2019BBS_FSW,kp,children,98,,,,,
GHA2019BBS_FSW,kp,children,99,,,,,
KEN2016ACA2_MSM,kp,children,111,,,,,
KEN2016ACA2_MSM,kp,children,2222,,,,,
KEN2016ACA2_MSM,kp,children,99999,,,,,
COD2022PSE_PWID,kp,children,n/a,,,,,
GHA2017BBS_MSM,kp,children,88,,,How many children do you have,,
GHA2017BBS_MSM,kp,children,99,,,How many children do you have,,
GHA2017BBS_MSM,kp,children,888,,,How many children do you have,,
UGA2021BBS_FSW,kp,children_alive,998,,,,,PMTCT
ZMB2017BBS_FSW,kp,children_alive,97,,,How many living children do you currently have to whom you gave birth?,,
ZMB2017BBS_FSW,kp,children_alive,99,,,How many living children do you currently have to whom you gave birth?,,
BEN2012BBS_FSW,kp,children_dead,198,,,,,
UGA2021BBS_FSW,kp,children_under5,998,,,,,PMTCT
BEN2018ACA_FSW,kp,chlam,1,1,,CT prev,,bio
BEN2018ACA_FSW,kp,chlam,2,0,,,,bio
BEN2018ACA_FSW,kp,chlam,9,,,,,bio
BEN1998ACA_FSW,kp,chlam,1,1,,,,bio
BEN1998ACA_FSW,kp,chlam,2,0,,,,bio
BEN1998ACA_FSW,kp,chlam,8,,,,,bio
BEN1998ACA_FSW,kp,chlam,9,,,,,bio
BEN2008ACA_FSW,kp,chlam,INDETERMINE,,,,,
BEN2008ACA_FSW,kp,chlam,NEGATIF,0,,,,
BEN2008ACA_FSW,kp,chlam,POSITIF,1,,,,
BEN2012BBS_FSW,kp,chlam,1,0,,,,
BEN2012BBS_FSW,kp,chlam,2,1,,,,
BEN2015BBS_FSW,kp,chlam,1,0,,,,
BEN2015BBS_FSW,kp,chlam,2,1,,,,
SEN2015BBS_FSW,kp,chlam,1,0,,,,
SEN2015BBS_FSW,kp,chlam,2,1,,,,
AGO2018PLACE_FSW,kp,chlam_anal,1,1,,CHLAMYDIA TRACHOMATIS DETECTED IN ANAL SWAB SAMPLE,,bio
AGO2018PLACE_FSW,kp,chlam_anal,2,0,,,,bio
AGO2018PLACE_MSM,kp,chlam_anal,1,1,,,,bio
AGO2018PLACE_MSM,kp,chlam_anal,2,0,,,,bio
AGO2018PLACE_TGW,kp,chlam_anal,1,1,,,,bio
AGO2018PLACE_TGW,kp,chlam_anal,2,0,,,,bio
AGO2018PLACE_PWID,kp,chlam_anal,1,1,,,,bio
AGO2018PLACE_PWID,kp,chlam_anal,2,0,,,,bio
SWZ2020BBS_FSW,kp,chlam_sr,DKN,,,,,
SWZ2020BBS_FSW,kp,chlam_sr,No,0,,,,
SWZ2020BBS_FSW,kp,chlam_sr,Yes,1,,,,
AGO2018PLACE_FSW,kp,chlam_urine,1,1,,CHLAMYDIA TRACHOMATIS DETECTED IN URINE SAMPLE,,bio
AGO2018PLACE_FSW,kp,chlam_urine,2,0,,,,bio
AGO2018PLACE_MSM,kp,chlam_urine,1,1,,,,bio
AGO2018PLACE_MSM,kp,chlam_urine,2,0,,,,bio
AGO2018PLACE_TGW,kp,chlam_urine,1,1,,,,bio
AGO2018PLACE_TGW,kp,chlam_urine,2,0,,,,bio
AGO2018PLACE_PWID,kp,chlam_urine,1,1,,,,bio
AGO2018PLACE_PWID,kp,chlam_urine,2,0,,,,bio
AGO2018PLACE_FSW,kp,chlam_vag,1,1,,CHLAMYDIA TRACHOMATIS DETECTED IN VAGINAL SWAB SAMPLE,,bio
AGO2018PLACE_FSW,kp,chlam_vag,2,0,,,,bio
AGO2018PLACE_MSM,kp,chlam_vag,1,1,,,,bio
AGO2018PLACE_MSM,kp,chlam_vag,2,0,,,,bio
AGO2018PLACE_TGW,kp,chlam_vag,1,1,,,,bio
AGO2018PLACE_TGW,kp,chlam_vag,2,0,,,,bio
AGO2018PLACE_PWID,kp,chlam_vag,1,1,,,,bio
AGO2018PLACE_PWID,kp,chlam_vag,2,0,,,,bio
LSO2019BBS_MSM,kp,church_refused,0,0,,,,stigma
LSO2019BBS_MSM,kp,church_refused,1,1,,,,stigma
LSO2019BBS_MSM,kp,church_refused,9999,,,,,stigma
CIV1999ACA_CFSW,kp,circ_age,97,,,What age were you circumcised?,,
CIV1999ACA_CFSW,kp,circ_age,98,,,What age were you circumcised?,,
CIV1999ACA_CFSW,kp,circ_age,99,,,What age were you circumcised?,,
AGO2018PLACE_FSW,kp,circ_status,1,1,,Are you a circumcised man?,,bio
AGO2018PLACE_FSW,kp,circ_status,2,0,,,,bio
AGO2018PLACE_FSW,kp,circ_status,8888,,,,,bio
NAM2019BBS_MSM,kp,circ_status,0,0,,,,
NAM2019BBS_MSM,kp,circ_status,1,1,,,,
NAM2019BBS_MSM,kp,circ_status,9,,,,,
AGO2018PLACE_MSM,kp,circ_status,1,1,,,,bio
AGO2018PLACE_MSM,kp,circ_status,2,0,,,,bio
AGO2018PLACE_MSM,kp,circ_status,8888,,,,,bio
AGO2018PLACE_TGW,kp,circ_status,1,1,,,,bio
AGO2018PLACE_TGW,kp,circ_status,2,0,,,,bio
AGO2018PLACE_TGW,kp,circ_status,8888,,,,,bio
AGO2018PLACE_PWID,kp,circ_status,1,1,,,,bio
AGO2018PLACE_PWID,kp,circ_status,2,0,,,,bio
AGO2018PLACE_PWID,kp,circ_status,8888,,,,,bio
ZAF2013BBS_MSM,kp,circ_status,1,1,,,,
ZAF2013BBS_MSM,kp,circ_status,2,0,,,,
MOZ2011BBS_MSM,kp,circ_status,1,1,,,,
MOZ2011BBS_MSM,kp,circ_status,2,0,,,,
MOZ2011BBS_MSM,kp,circ_status,7,,,,,
MOZ2011BBS_MSM,kp,circ_status,9,,,,,
ZAF2019BBS_MSM,kp,circ_status,No,0,,,,
ZAF2019BBS_MSM,kp,circ_status,"Yes, medical circumcision",1,,,,
ZAF2019BBS_MSM,kp,circ_status,"Yes, traditional circumcision",1,,,,
ZAF2019BBS_MSM,kp,circ_status,"Yes,(don't know whether medial or traditional)",1,,,,
MWI2019BBS_CFSW,kp,circ_status,1,1,,,,
MWI2019BBS_CFSW,kp,circ_status,2,0,,,,
MOZ2021BBS_MSM,kp,circ_status,Nao,0,,,,
MOZ2021BBS_MSM,kp,circ_status,Sim,1,,,,
UGA2012BBS_MSM,kp,circ_status,1,1,,Are you circumcised?,,
UGA2012BBS_MSM,kp,circ_status,2,0,,Are you circumcised?,,
UGA2012BBS_PWUD,kp,circ_status,1,1,,,,
UGA2012BBS_PWUD,kp,circ_status,2,0,,,,
CIV1999ACA_CFSW,kp,circ_status,1,1,,Are you circumcised?,,
CIV1999ACA_CFSW,kp,circ_status,2,0,,Are you circumcised?,,
CIV1999ACA_CFSW,kp,circ_status,8,,,Are you circumcised?,,
BEN2022BBS_MSM,kp,circ_status,-999999999,,,,,
COD2022BBS_TG,kp,circ_status,0,0,,,,
COD2022BBS_TG,kp,circ_status,1,1,,,,
LSO2019BBS_MSM,kp,cl_anal_casualfem,0,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_casualfem,1,1,,,,condom
LSO2019BBS_MSM,kp,cl_anal_casualfem,2,0,,,,condom
LSO2019BBS_MSM,kp,cl_anal_casualfem,97,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_casualfem,99,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_giftedfem,1,1,,,,condom
LSO2019BBS_MSM,kp,cl_anal_giftedfem,2,0,,,,condom
LSO2019BBS_MSM,kp,cl_anal_giftedfem,97,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_gifting,1,1,,,,condom
LSO2019BBS_MSM,kp,cl_anal_gifting,2,0,,,,condom
LSO2019BBS_MSM,kp,cl_anal_gifting,97,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_mainfem,0,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_mainfem,1,1,,,,condom
LSO2019BBS_MSM,kp,cl_anal_mainfem,2,0,,,,condom
LSO2019BBS_MSM,kp,cl_anal_mainfem,88,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_mainfem,97,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_mainfem,99,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_oncefem,0,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_oncefem,1,1,,,,condom
LSO2019BBS_MSM,kp,cl_anal_oncefem,2,0,,,,condom
LSO2019BBS_MSM,kp,cl_anal_oncefem,97,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_oncefem,99,,,,,condom
LSO2019BBS_MSM,kp,cl_anal_paidfem,1,1,,,,condom
LSO2019BBS_MSM,kp,cl_anal_paidfem,2,0,,,,condom
LSO2019BBS_MSM,kp,cl_anal_paidfem,97,,,,,condom
SWZ2020BBS_MSM,kp,client_age,Older,3,,,,
SWZ2020BBS_MSM,kp,client_age,Same age,2,,,,
SWZ2020BBS_MSM,kp,client_age,Younger,1,,,,
BEN2008ACA_FSW,kp,client_price,88888,,,"La dernière fois que vous avez eu des rapports sexuels avec un client, combien avez-vous reçu",,
BEN2008ACA_FSW,kp,client_price,8888,,,,,
BEN2008ACA_FSW,kp,client_price,9999,,,,,
BEN2008ACA_FSW,kp,client_price,99999,,,,,
ZMB2021BBS_MSM,kp,client_sex,1,0,,"In the past 6 months, who has given you money, goods, or services to have sex?",,
ZMB2021BBS_MSM,kp,client_sex,2,1,,"In the past 6 months, who has given you money, goods, or services to have sex?",,
ZMB2021BBS_MSM,kp,client_sex,3,2,,"In the past 6 months, who has given you money, goods, or services to have sex?",,
ZMB2021BBS_MSM,kp,client_sex,999,,,"In the past 6 months, who has given you money, goods, or services to have sex?",,
NAM2019BBS_FSW,kp,client1_age,0,,,,,
NAM2019BBS_FSW,kp,client1_age,99,,,,,
NAM2019BBS_FSW,kp,client1_gender,0,0,,,,
NAM2019BBS_FSW,kp,client1_gender,1,1,,,,
NAM2019BBS_FSW,kp,client1_gender,9,,,,,
NAM2019BBS_FSW,kp,client2_age,0,,,,,
NAM2019BBS_FSW,kp,client2_age,99,,,,,
NAM2019BBS_FSW,kp,client2_gender,0,0,,,,
NAM2019BBS_FSW,kp,client2_gender,1,1,,,,
NAM2019BBS_FSW,kp,client2_gender,2,2,,,,
NAM2019BBS_FSW,kp,client2_gender,9,,,,,
NAM2019BBS_FSW,kp,client3_age,0,,,,,
NAM2019BBS_FSW,kp,client3_age,99,,,,,
NAM2019BBS_FSW,kp,client3_gender,0,0,,,,
NAM2019BBS_FSW,kp,client3_gender,1,1,,,,
NAM2019BBS_FSW,kp,client3_gender,9,,,,,
LSO2019BBS_FSW,kp,clients_6mnths,99997,,,,,client
LSO2019BBS_FSW,kp,clients_6mnths,99998,,,,,client
LSO2019BBS_FSW,kp,clients_6mnths,99999,,,,,client
SWZ2020BBS_FSW,kp,clients_lastmnth,DKN,,,,,
SWZ2020BBS_FSW,kp,clients_lastmnth,999,,,,,
BDI2021BBS_MSM,kp,clients_lastmnth,99,,,"Durant les 30 derniers jours combien d'hommes vous ont payés pour avoir des rapports sexuels anaux ?\"",,
CAF2019BBS_FSW""",kp,clients_lastmnth
SEN2019BBS_FSW,kp,clients_lastmnth,1000,,,"Au cours des 30 derniers jours, combien de clients payant avez-vous eus ?",,
SEN2019BBS_FSW,kp,clients_lastmnth,5000,,,"Au cours des 30 derniers jours, combien de clients payant avez-vous eus ?",,
BEN1995ACA_FSW,kp,clients_lastwk,99,,,,,client
BEN1993ACA_FSW,kp,clients_lastwk,88,,,,,client
BEN1993ACA_FSW,kp,clients_lastwk,99,,,,,client
BEN2008ACA_FSW,kp,clients_lastwk,97,,,,,
BEN2008ACA_FSW,kp,clients_lastwk,98,,,,,
BEN2008ACA_FSW,kp,clients_lastwk,99,,,,,
BEN2005ACA_FSW,kp,clients_lastwk,**,,,,,client
BEN2005ACA_FSW,kp,clients_lastwk,97,,,,,client
BEN2005ACA_FSW,kp,clients_lastwk,98,,,,,client
BEN2005ACA_FSW,kp,clients_lastwk,99,,,,,client
TZA2022BBS_FSW,kp,clients_lastwk,30000,,,,,
TZA2022BBS_FSW,kp,clients_lastwk,100000,,,,,
NAM2019BBS_FSW,kp,clients_mnth,99997,,,,,
NAM2019BBS_FSW,kp,clients_mnth,99999,,,,,
BEN1998ACA_FSW,kp,clients_pd,99,,,,,client
MWI2019BBS_FSW,kp,clients_pd,888,,,,,
BEN1998ACA_FSW,kp,clients_pw,999,,,,,client
MOZ2017PLACE_FSW,kp,clients_pw,888,,,,,
UGA2021BBS_FSW,kp,clients_pw,996,,,Average clients pw,,
UGA2021BBS_FSW,kp,clients_pw,998,,,,,
MOZ2017PLACE_MSM,kp,clients_pw,888,,,,,
MOZ2017PLACE_PWID,kp,clients_pw,888,,,,,
MOZ2017PLACE_TGM,kp,clients_pw,888,,,,,
MOZ2017PLACE_TGW,kp,clients_pw,888,,,,,
BEN2008ACA_FSW,kp,clients_yesterday,97,,,,,
BEN2008ACA_FSW,kp,clients_yesterday,98,,,,,
BEN2008ACA_FSW,kp,clients_yesterday,99,,,,,
MWI2006BBS_FSW,kp,clients_yr,88,,,"In total, how many sexual partners, did you have in the last 12 months, of which were Someone who paid you money for  sex?",,
ZMB2017BBS_FSW,kp,clients_yr,99997,,,"Of these [male partners in past 12 months], how many did you receive money, goods or services in exchange for sex?",,
ZMB2017BBS_FSW,kp,clients_yr,99998,,,"Of these [male partners in past 12 months], how many did you receive money, goods or services in exchange for sex?",,
ZMB2017BBS_FSW,kp,clients_yr,99999,,,"Of these [male partners in past 12 months], how many did you receive money, goods or services in exchange for sex?",,
SEN2017BBS_MSM,kp,couple,0,0,,Etes-vous en couple?,,Sexual identity
SEN2017BBS_MSM,kp,couple,1,1,,Etes-vous en couple?,,Sexual identity
SEN2017BBS_MSM,kp,couple,2,2,,Etes-vous en couple?,,Sexual identity
BDI2021BBS_MSM,kp,couple,0,0,,"\Q104  Êtes-vous en couple ?\""""",,
BDI2021BBS_MSM,kp,couple,1,1,,"\Q104  Êtes-vous en couple ?\""""",,
BDI2021BBS_MSM,kp,couple,2,2,,"\Q104  Êtes-vous en couple ?\""""",,
BDI2021BBS_MSM,kp,couple,3,3,,"\Q104  Êtes-vous en couple ?\""""",,
BEN2013BBS_MSM,kp,couple,0,0,,Are you in a relationship?,,
BEN2013BBS_MSM,kp,couple,1,1,,Are you in a relationship?,,
BEN2013BBS_MSM,kp,couple,2,2,,Are you in a relationship?,,
BEN2017BBS_MSM,kp,couple,0,0,,Êtes-vous en couple ?,,
BEN2017BBS_MSM,kp,couple,1,1,,Êtes-vous en couple ?,,
BEN2017BBS_MSM,kp,couple,2,2,,Êtes-vous en couple ?,,
CAF2019BBS_MSM,kp,currentpartner_sex,0,,,Êtes-vous en couple ?,,
CAF2019BBS_MSM,kp,currentpartner_sex,1,0,,Êtes-vous en couple ?,,
CAF2019BBS_MSM,kp,currentpartner_sex,2,1,,Êtes-vous en couple ?,,
MWI2019BBS_FSW,kp,days_per_month,888,,,,,
BEN2008ACA_FSW,kp,dependents,1,1,,At the moment do you have any dependents,,
BEN2008ACA_FSW,kp,dependents,2,0,,,,
BEN2008ACA_FSW,kp,dependents,8,,,,,
BEN2008ACA_FSW,kp,dependents,9,,,,,
BEN2012BBS_FSW,kp,dependents,1,1,,"En ce moment, avez-vous des personnes que vous prenez en charge ?",,
BEN2012BBS_FSW,kp,dependents,2,0,,,,
BEN2012BBS_FSW,kp,dependents,9,,,,,
BEN2015BBS_FSW,kp,dependents,1,1,,,,
BEN2015BBS_FSW,kp,dependents,2,0,,,,
CIV2020BBS_FSW,kp,dependents,1,0,,,,
CIV2020BBS_FSW,kp,dependents,2,1,,,,
CIV2020BBS_FSW,kp,dependents,88,,,,,
CIV2020BBS_FSW,kp,dependents,99,,,,,
BEN2012BBS_FSW,kp,dependents_no,99,,,"En ce moment, combien de personnes (enfants, parents, ou autres) sont à votre charge ?",,
GHA2015BBS_FSW,kp,district,1,Amansie West,,,,
GHA2015BBS_FSW,kp,district,2,KMA,,,,
GHA2015BBS_FSW,kp,district,3,Obuasi,,,,
GHA2015BBS_FSW,kp,district,4,Offinso Municipal,,,,
GHA2015BBS_FSW,kp,district,5,Sekyere West,,,,
GHA2015BBS_FSW,kp,district,8,Dormaa,,,,
GHA2015BBS_FSW,kp,district,9,Kintampo,,,,
GHA2015BBS_FSW,kp,district,10,Pru,,,,
GHA2015BBS_FSW,kp,district,11,Sunyani,,,,
GHA2015BBS_FSW,kp,district,12,Techiman,,,,
CAF2019BBS_FSW,kp,drug_12mnth,9006,1,,Drogues consomme au cours des 12 mois.,,
CAF2019BBS_FSW,kp,drug_12mnth,9007,1,,Drogues consomme au cours des 12 mois.,,
CAF2019BBS_FSW,kp,drug_12mnth,9008,1,,Drogues consomme au cours des 12 mois.,,
CAF2019BBS_FSW,kp,drug_12mnth,9045,1,,Drogues consomme au cours des 12 mois.,,
CAF2019BBS_FSW,kp,drug_12mnth,9123,1,,Drogues consomme au cours des 12 mois.,,
SEN2019BBS_FSW,kp,drugs_ever,1,1,,Certaines personnes ont consommé différentes drogues vous est-il arrivé d'en consommer au cours de de votre vie ??,,
SEN2019BBS_FSW,kp,drugs_ever,2,0,,Certaines personnes ont consommé différentes drogues vous est-il arrivé d'en consommer au cours de de votre vie ??,,
SEN2015BBS_FSW,kp,drugs_ever,non,0,,Certaines personnes ont consommé différentes drogues au cours de  leur vie. Vous est-il arrivé d'en consommer au cour de votre vie?,,
SEN2015BBS_FSW,kp,drugs_ever,oui,1,,Certaines personnes ont consommé différentes drogues au cours de  leur vie. Vous est-il arrivé d'en consommer au cour de votre vie?,,
MOZ2014BBS_PWID,kp,drugs_for_sex,1,1,,,,
MOZ2014BBS_PWID,kp,drugs_for_sex,2,0,,,,
MOZ2014BBS_PWID,kp,drugs_for_sex,7,,,,,
BDI2021BBS_PWID,kp,drugs_for_sex,1,1,,Avez-vous recu de la drogue  ou autre avantage en echange de rapports sexue,,
BDI2021BBS_PWID,kp,drugs_for_sex,2,0,,Avez-vous recu de la drogue  ou autre avantage en echange de rapports sexue,,
BDI2021BBS_PWID,kp,drugs_for_sex,3,,,Avez-vous recu de la drogue  ou autre avantage en echange de rapports sexue,,
BDI2021BBS_PWID,kp,drugs_for_sex,4,,,Avez-vous recu de la drogue  ou autre avantage en echange de rapports sexue,,
COG2017BBS_PWID,kp,drugs_for_sex_12mnth,0,0,,A reçu de la drogue  ou autre avantage en échange de rapports sexuels au cours des 12 derniers mois,,
COG2017BBS_PWID,kp,drugs_for_sex_12mnth,1,1,,A reçu de la drogue  ou autre avantage en échange de rapports sexuels au cours des 12 derniers mois,,
COG2017BBS_PWID,kp,drugs_for_sex_12mnth,99,,,A reçu de la drogue  ou autre avantage en échange de rapports sexuels au cours des 12 derniers mois,,
BEN2017ACA_FSW,kp,drugs_often,1,0,,Certaines personnes ont déjà essayé certaines drogues. Avez-vous essayé l'une de ces drogues ?,,
BEN2017ACA_FSW,kp,drugs_often,2,1,,Certaines personnes ont déjà essayé certaines drogues. Avez-vous essayé l'une de ces drogues ?,,
BEN2017ACA_FSW,kp,drugs_often,3,2,,Certaines personnes ont déjà essayé certaines drogues. Avez-vous essayé l'une de ces drogues ?,,
BEN2017ACA_FSW,kp,drugs_often,4,3,,Certaines personnes ont déjà essayé certaines drogues. Avez-vous essayé l'une de ces drogues ?,,
BEN1998ACA_FSW,kp,duration_mnth,888,,,,,behaviour
BEN1998ACA_FSW,kp,duration_mnth,999,,,,,behaviour
MOZ2017PLACE_FSW,kp,duration_yr,888,,,,,
MOZ2017PLACE_FSW,kp,duration_yr,8888,,,,,
SSD2017BBS_FSW,kp,duration_yr,97,,,,,
SSD2017BBS_FSW,kp,duration_yr,98,,,,,
SSD2019BBS_FSW,kp,duration_yr,97,,,,,
SSD2019BBS2_FSW,kp,duration_yr,97,,,,,
MOZ2017PLACE_MSM,kp,duration_yr,888,,,,,
MOZ2017PLACE_MSM,kp,duration_yr,8888,,,,,
MOZ2017PLACE_PWID,kp,duration_yr,888,,,,,
MOZ2017PLACE_PWID,kp,duration_yr,8888,,,,,
MOZ2017PLACE_TGM,kp,duration_yr,888,,,,,
MOZ2017PLACE_TGM,kp,duration_yr,8888,,,,,
MOZ2017PLACE_TGW,kp,duration_yr,888,,,,,
MOZ2017PLACE_TGW,kp,duration_yr,8888,,,,,
BEN2005ACA_FSW,kp,duration_yr,74,,,,,behaviour
CIV2012ACA_MSM,kp,duration_yr,.,,,Years spent selling sex.,,
COD2019BBS2_FSW,kp,duration_yr,-98,,,,,
COD2019BBS2_FSW,kp,duration_yr,-99,,,,,
COD2019BBS2_FSW,kp,duration_yr,-1,,,,,
NGA2014BBS_FSW,kp,duration_yr,88,,,,,
NGA2014BBS_FSW,kp,duration_yr,888,,,,,
NGA2014BBS_MSM,kp,duration_yr,88,,,,,
NGA2014BBS_MSM,kp,duration_yr,888,,,,,
NGA2014BBS_PWID,kp,duration_yr,88,,,,,
NGA2014BBS_PWID,kp,duration_yr,888,,,,,
RWA2015BBS_MSM,kp,duration_yr,999,,,,,
BEN2022BBS_FSW,kp,duration_yr,96,,,,,
BDI2021BBS_FSW,kp,duration_yr,98,,,Depuis combien de temps aviez-vous commencé à avoir des rapports sexuels en échange d’argent ou de bien ?,,
BDI2021BBS_FSW,kp,duration_yr,99,,,Depuis combien de temps aviez-vous commencé à avoir des rapports sexuels en échange d’argent ou de bien ?,,
LSO2019BBS_MSM,kp,edu_refused,0,0,,,,stigma
LSO2019BBS_MSM,kp,edu_refused,1,1,,,,stigma
LSO2019BBS_MSM,kp,edu_refused,9999,,,,,stigma
BEN2017BBS_PWID,kp,cdm_last_sex,NSP,,,Utilisation condom dernier rapport sexuel,,
BEN2017BBS_PWID,kp,cdm_last_sex,Non,0,,Utilisation condom dernier rapport sexuel,,
