survey_id,dataset,variable,var_raw,var_label_raw,analysis,notes
SWZ2010MICS,mn,mics_area_name,hh7,MICS area name,,
SWZ2014MICS,mn,mics_area_name,hh7,MICS area name,,
LSO2018MICS,mn,mics_area_name,hh7a,MICS area name,,
MOZ2008MICS,mn,mics_area_name,hh7,MICS area name,,
MWI2006MICS,mn,mics_area_name,hhdis2,MICS area name,,
MWI2013MICS,mn,mics_area_name,hh7,MICS area name,,
MWI2019MICS,mn,mics_area_name,hh7,MICS area name,,
NGA2016MICS,mn,mics_area_name,hh7,MICS area name,,
BDI2005MICS,mn,mics_area_name,hh1a,MICS area name,,
BFA2006MICS,mn,mics_area_name,hh7,MICS area name,,
CIV2000MICS,mn,mics_area_name,hi7,MICS area name,,
CIV2006MICS,mn,mics_area_name,hh7,MICS area name,,
CMR2000MICS,mn,mics_area_name,hi7,MICS area name,,
CMR2006MICS,mn,mics_area_name,hh7,MICS area name,,
CMR2014MICS,mn,mics_area_name,hh7,MICS area name,,
COD2017MICS,mn,mics_area_name,hh7,MICS area name,,
KEN2009MICS,mn,mics_area_name,hh7,MICS area name,,
KEN2011MICS,mn,mics_area_name,hh7,MICS area name,,
NGA2007MICS,mn,mics_area_name,hh7,MICS area name,,
NGA2011MICS,mn,mics_area_name,hh7,MICS area name,,
TGO2010MICS,mn,mics_area_name,hh7,MICS area name,,
TGO2006MICS,mn,mics_area_name,hh7,MICS area name,,
TGO2017MICS,mn,mics_area_name,hh7,MICS area name,,
GMB2005MICS,mn,mics_area_name,hh7a,MICS area name,,
GMB2010MICS,mn,mics_area_name,hh7a,MICS area name,,
GMB2018MICS,mn,mics_area_name,hh7,MICS area name,,
MLI2009MICS,mn,mics_area_name,hh7,MICS area name,,
MLI2015MICS,mn,mics_area_name,hh7,MICS area name,,
COG2014MICS,mn,mics_area_name,hh7,MICS area name,,
TCD2010MICS,mn,mics_area_name,hh7,MICS area name,,
TCD2019MICS,mn,mics_area_name,hh7,MICS area name,,
BEN2014MICS,mn,mics_area_name,hh7,MICS area name,,
SLE2017MICS,mn,mics_area_name,hh7,MICS area name,,
SLE2010MICS,mn,mics_area_name,hh7,MICS area name,,
GIN2016MICS,mn,mics_area_name,hh7,MICS area name,,
GNB2018MICS,mn,mics_area_name,hh7,MICS area name,,
GNB2014MICS,mn,mics_area_name,hh7,MICS area name,,
CAF2006MICS,mn,mics_area_name,hh7,MICS area name,,
CAF2010MICS,mn,mics_area_name,hh7,MICS area name,,
CAF2018MICS,mn,mics_area_name,hh7,MICS area name,,
SSD2010MICS,mn,mics_area_name,hh7,MICS area name,,
MWI2019MICS,mn,mics_area_name,stratum,MICS area name,,
ZWE2009MICS,mn,mics_area_level,1,MICS area level,,
ZWE2014MICS,mn,mics_area_level,1,MICS area level,,
ZWE2019MICS,mn,mics_area_level,1,MICS area level,,
SWZ2000MICS,mn,mics_area_level,1,MICS area level,,
SWZ2010MICS,mn,mics_area_level,1,MICS area level,,
SWZ2014MICS,mn,mics_area_level,1,MICS area level,,
LSO2018MICS,mn,mics_area_level,1,MICS area level,,
MOZ2008MICS,mn,mics_area_level,1,MICS area level,,
MWI2006MICS,mn,mics_area_level,3,MICS area level,,
MWI2013MICS,mn,mics_area_level,5,MICS area level,,
MWI2019MICS,mn,mics_area_level,1,MICS area level,,
NGA2016MICS,mn,mics_area_level,2,MICS area level,,
BDI2005MICS,mn,mics_area_level,1,MICS area level,,
BFA2006MICS,mn,mics_area_level,1,MICS area level,,
CIV2000MICS,mn,mics_area_level,0,MICS area level,,
CIV2006MICS,mn,mics_area_level,0,MICS area level,,
CMR2000MICS,mn,mics_area_level,0,MICS area level,,
CMR2006MICS,mn,mics_area_level,1,MICS area level,,
CMR2014MICS,mn,mics_area_level,1,MICS area level,,
COD2017MICS,mn,mics_area_level,1,MICS area level,,
KEN2009MICS,mn,mics_area_level,1,MICS area level,,
KEN2011MICS,mn,mics_area_level,2,MICS area level,,
NGA2007MICS,mn,mics_area_level,2,MICS area level,,
NGA2011MICS,mn,mics_area_level,2,MICS area level,,
TGO2010MICS,mn,mics_area_level,1,MICS area level,,
TGO2006MICS,mn,mics_area_level,1,MICS area level,,
TGO2017MICS,mn,mics_area_level,1,MICS area level,,
GMB2005MICS,mn,mics_area_level,3,MICS area level,,
GMB2010MICS,mn,mics_area_level,1,MICS area level,,
GMB2018MICS,mn,mics_area_level,1,MICS area level,,
MLI2009MICS,mn,mics_area_level,1,MICS area level,,
MLI2015MICS,mn,mics_area_level,1,MICS area level,,
COG2014MICS,mn,mics_area_level,2,MICS area level,,
TCD2010MICS,mn,mics_area_level,1,MICS area level,,
TCD2019MICS,mn,mics_area_level,1,MICS area level,,
BEN2014MICS,mn,mics_area_level,1,MICS area level,,
SLE2017MICS,mn,mics_area_level,1,MICS area level,,
SLE2010MICS,mn,mics_area_level,1,MICS area level,,
GIN2016MICS,mn,mics_area_level,1,MICS area level,,
GNB2018MICS,mn,mics_area_level,1,MICS area level,,
GNB2014MICS,mn,mics_area_level,1,MICS area level,,
CAF2006MICS,mn,mics_area_level,2,MICS area level,,
CAF2010MICS,mn,mics_area_level,2,MICS area level,,
CAF2018MICS,mn,mics_area_level,1,MICS area level,,
SSD2010MICS,mn,mics_area_level,1,MICS area level,,
MWI2019MICS,mn,mics_area_level,5,MICS area level,,
_default_mics,mn,mics_area_name,hh7,MICS area name,,
SWZ2010MICS,mn,dob,mdob,Date of birth of man (CMC),,
_default_mics,mn,dob,mwdob,Date of birth of man (CMC),,
SWZ2010MICS,mn,doi,mdoi,Date of inverview men (CMC),,
_default_mics,mn,doi,mwdob,Date of interview men (CMC),,
CAF2006MICS,mm,circ_status,hha19,Etes cous circoncis,circ,
CAF2006MICS,mm,dob,wdob,Date of birth (CMC),,
CAF2006MICS,mm,mnweight,meweight,[Sampling weight],,
CAF2006MICS,mm,cluster_id,hh1,Cluster ID - man dataset,,
CAF2006MICS,mm,household,hh2,Household ID - man dataset,,
CAF2006MICS,mm,line,ln,Line number - man dataset,,
NAM2019BBS_MSM,kp,2ndlastpart_circ,p2_circ,,,
NAM2019BBS_MSM,kp,2ndlastpart_oral,p2_oral,,,
NAM2019BBS_MSM,kp,3rdlastpart_circ,p3_circ,,,
NAM2019BBS_MSM,kp,3rdlastpart_oral,p3_oral,,,
NAM2019BBS_MSM,kp,4thlastpart_circ,p4_circ,,,
NAM2019BBS_MSM,kp,4thlastpart_oral,p4_oral,,,
NAM2019BBS_MSM,kp,5thlastpart_circ,p5_circ,,,
NAM2019BBS_MSM,kp,5thlastpart_oral,p5_oral,,,
CIV2017ACA_FSW,kp,abortion_ever,abortion_ever,,,
ZMB2021BBS_MSM,kp,abuse_client_6mnth,swabuse,,,
NAM2019BBS_MSM,kp,actually_msm,malechk,,,
AGO2018PLACE_FSW,kp,age,c16,,,
AGO2018PLACE_MSM,kp,age,c16,,,
AGO2018PLACE_PWID,kp,age,c16,,,
AGO2018PLACE_TGW,kp,age,c16,,,
BDI2017ACA_PWID,kp,age,B01,,,
BDI2021BBS_FSW,kp,age,e1b,,,
BDI2021BBS_MSM,kp,age,e1b,,,
BDI2021BBS_PWID,kp,age,e1b,,,
BEN1993ACA_FSW,kp,age,Q2B,,,
BEN1995ACA_FSW,kp,age,AGE,,,
BEN1998ACA_FSW,kp,age,AGE,,,
BEN2002ACA_FSW,kp,age,age,,,
BEN2005ACA_FSW,kp,age,age,,,
BEN2008ACA_FSW,kp,age,Q201,,,
BEN2012BBS_FSW,kp,age,Q201,,,
BEN2013BBS_MSM,kp,age,Q101,,,
BEN2015BBS_FSW,kp,age,Q01,,,
BEN2017BBS_MSM,kp,age,Q101,,,
BEN2018ACA_FSW,kp,age,age,,,
BEN2020BBS_TG,kp,age,Q101,,,
BEN2022BBS_FSW,kp,age,Q01,,,
BEN2022BBS_MSM,kp,age,Q101B,,,
BEN2022BBS_PWID,kp,age,Q101,,,
BFA2002BBS_FSW,kp,age,AGE,,,
BFA2005BBS_FSW,kp,age,AGE,,,
BFA2022BBS_FSW,kp,age,verif_a,,,
BFA2022BBS_MSM,kp,age,q102a,,,
BFA2022BBS_PWID,kp,age,q103a,,,
CAF2018ACA_MSM,kp,age,Q2,,,
CIV2020BBS_FSW,kp,age,Q3,,,
CIV2020BBS_MSM,kp,age,M101b,,,
CIV2020BBS_PWID,kp,age,q102,,,
COD2019BBS_MSM,kp,age,agecalc,,,
COD2019BBS_PWID,kp,age,Age,,,
COD2019BBS1_FSW,kp,age,age,,,
COD2019BBS2_FSW,kp,age,agecalc,,,
COD2022BBS_FSW,kp,age,agep,,,
COD2022BBS_MSM,kp,age,agep,,,
COD2022BBS_PWID,kp,age,agep,,,
COD2022BBS_TG,kp,age,agep,,,
COD2022PSE_FSW,kp,age,agep,,,
COD2022PSE_MSM,kp,age,agep,,,
COD2022PSE_PWID,kp,age,agep,,,
COD2022PSE_TG,kp,age,agep,,,
COG2017BBS_FSW,kp,age,ageF,,,
COG2017BBS_MSM,kp,age,age,,,
COG2017BBS_PWID,kp,age,age,,,
ETH2020ACA_FSW,kp,age,N02_age,,,
GHA2002BBS_FSW,kp,age,AGE,,,
GHA2011BBS_CFSW,kp,age,HOWOLD202,,,
GHA2011BBS_FSW,kp,age,HOWOLD1,,,
GHA2011BBS_MSM,kp,age,q8,,,
GHA2015BBS_FSW,kp,age,Q203,,,
GHA2015BBS_NPP,kp,age,q102,,,
GHA2017BBS_MSM,kp,age,q302,,,
GHA2019BBS_FSW,kp,age,age_last_birthday,,,
GIN2002BBS_FSW,kp,age,AGE,,,
GIN2005BBS_FSW,kp,age,AGE,,,
GIN2017BBS_FSW,kp,age,Q101,,,
GIN2022BBS_FSW,kp,age,Q01,,,
GIN2022BBS_MSM,kp,age,Q101b,,,
GIN2022BBS_MSM,kp,age,Q101,,,
GIN2022BBS_PWID,kp,age,Q101,,,
KEN2012ACA_FSW,kp,age,dem_age,,,
KEN2016ACA_MSM,kp,age,age,,,
KEN2016ACA2_MSM,kp,age,calcage,,,
KEN2021ACA_FSW,kp,age,age,,,
LSO2019BBS_FSW,kp,age,q302,,,
LSO2019BBS_MSM,kp,age,q302,,,
LSO2019BBS_TGW,kp,age,q302,,,
MLI2005BBS_FSW,kp,age,AGE,,,
MLI2014BBS_MSM,kp,age,b07,,,
MOZ2011BBS_MSM,kp,age,AGE,,,
MOZ2012ACA_FSW,kp,age,dem_age,,,
MOZ2012BBS_FSW,kp,age,AGE,,,
MOZ2014BBS_PWID,kp,age,AGE,,,
MOZ2017PLACE_FSW,kp,age,c27,,,
MOZ2017PLACE_MSM,kp,age,c27,,,
MOZ2017PLACE_PWID,kp,age,c27,,,
MOZ2017PLACE_TGW,kp,age,c27,,,
MOZ2021BBS_FSW,kp,age,indent_idade1,,,
MOZ2021BBS_MSM,kp,age,ident1_idade1_other,,,
MWI2006BBS_FSW,kp,age,q103,,,
MWI2013BBS_FSW,kp,age,QN103,,,
MWI2016ACA_MSM,kp,age,age,,,
MWI2019BBS_CFSW,kp,age,Q1_1_AGE1,,,
MWI2019BBS_FSW,kp,age,A,,,
MWI2019BBS_MSM,kp,age,Q1_1,,,
MWI2020BBS_TG,kp,age,age,,,
NAM2019BBS_FSW,kp,age,age,,,
NAM2019BBS_MSM,kp,age,age,,,
NER2002BBS_FSW,kp,age,AGE,,,
NER2005BBS_FSW,kp,age,AGE,,,
NGA2014BBS_FSW,kp,age,q105_old,,,
NGA2014BBS_MSM,kp,age,q105_old,,,
NGA2014BBS_PWID,kp,age,q105_old,,,
NGA2020BBS_FSW,kp,age,age,,,
NGA2020BBS_MSM,kp,age,age,,,
NGA2020BBS_PWID,kp,age,age,,,
RWA2015BBS_MSM,kp,age,CALCAGE,,,
RWA2018BBS_MSM,kp,age,q1_1,,,
SEN2002BBS_FSW,kp,age,AGE,,,
SEN2005BBS_FSW,kp,age,AGE,,,
SEN2007ACA_MSM,kp,age,v101,,,
SLE2021BBS_FSW,kp,age,dem04,,,
SLE2021BBS_MSM,kp,age,dem04,,,
SLE2021BBS_PWID,kp,age,dem04,,,
SLE2021BBS_TGW,kp,age,dem06,,,
SSD2016BBS_FSW,kp,age,deagenum,,,
SSD2017BBS_FSW,kp,age,DEAGENUM,,,
SSD2019BBS_FSW,kp,age,DEAGENUM,,,
SSD2019BBS2_FSW,kp,age,DEAGENUM,,,
SWZ2020BBS_FSW,kp,age,age,,,
SWZ2020BBS_MSM,kp,age,age,,,
SWZ2020BBS_TGW,kp,age,age,,,
TGO2002BBS_FSW,kp,age,AGE,,,
TGO2005BBS_FSW,kp,age,AGE,,,
TGO2011BBS_MSM,kp,age,age,,,
TGO2015BBS_MSM,kp,age,AGE,,,
TGO2017BBS_CFSW,kp,age,age,,,
TGO2017BBS_FSW,kp,age,age,,,
TGO2017BBS_MSM,kp,age,age,,,
TGO2017BBS_PWID,kp,age,age,,,
TZA2022BBS_FSW,kp,age,age_2,,,
TZA2022BBS_PWID,kp,age,age_2,,,
UGA2012BBS_FSW,kp,age,AGE,,,
UGA2012BBS_MSM,kp,age,AGE,,,
UGA2012BBS_PWUD,kp,age,AGE,,,
UGA2017ACA_PWID,kp,age,age,,,
UGA2021BBS_FSW,kp,age,elage,,,
UGA2021BBS_MSM,kp,age,elage,,,
ZAF1998ACA_FSW,kp,age,Age,,,
ZAF2010ACA_FSW,kp,age,Age,,,
ZAF2012ACA_FSW,kp,age,dem_age,,,
ZAF2013BBS_MSM,kp,age,Age,,,
ZAF2014BBS_FSW,kp,age,dem_age2,,,
ZAF2016ACA_MSM,kp,age,age,,,
ZAF2017ACA_PWID,kp,age,Age,,,
ZAF2017BBS_MSM,kp,age,age,,,
ZAF2017BBS_PWID,kp,age,age,,,
ZAF2018BBS_FSW,kp,age,age2,,,
ZAF2019BBS_MSM,kp,age,age,,,
ZAF2019BBS_TGW,kp,age,AGE_Scr,,,
ZAF2022ACA_PWID,kp,age,age,,,
ZMB2017BBS_FSW,kp,age,age,,,
ZMB2021BBS_PWID,kp,age,deagenum,,,
ZMB2023BBS_FSW,kp,age,DEAGENUM,,,
ZWE2019BBS_MSM,kp,age,DEAGENUM,,,
ZWE2022ACA_PWID,kp,age,Q4,,,
RWA2015BBS_FSW,kp,age,age,,,
CIV2017ACA_FSW,kp,age,age,,,
ZAF2017ACA_FSW,kp,age,Age,,,
ZAF2017ACA_MSM,kp,age,Age,,,
SEN2015BBS_FSW,kp,age,AQ101,,,
CAF2019BBS_FSW,kp,age,Q101A,,,
CAF2019BBS_MSM,kp,age,age,,,
SEN2019BBS_FSW,kp,age,age,,,
SEN2017BBS_MSM,kp,age,sociodemomrq101,,,
NGA2020BBS_TG,kp,age,age,,,
ZMB2021BBS_MSM,kp,age,deagenum,,,
BEN2017ACA_FSW,kp,age,M0quQ01A,,,
BEN2017BBS_PWID,kp,age,Q01,,,
NAM2019BBS_MSM,kp,age_2ndlastpartner,p2_age,,,
NAM2019BBS_MSM,kp,age_3rdlastpartner,p3_age,,,
NAM2019BBS_MSM,kp,age_4thlastpartner,p4_age,,,
NAM2019BBS_MSM,kp,age_5thlastpartner,p5_age,,,
CIV1999ACA_CFSW,kp,age_cat,agea,,,
CIV2012ACA_MSM,kp,age_cat,_age,,,
SEN2017BBS_MSM,kp,age_first_female_partner,vie_sexuellemrq202,,,
CAF2019BBS_MSM,kp,age_first_femalepartner,,,,
MLI2014BBS_MSM,kp,age_first_male_partner,d56,,,
SEN2017BBS_MSM,kp,age_first_male_partner,vie_sexuellemrq207,,,
CAF2019BBS_MSM,kp,age_first_malepartner,agehom,,,
SEN2019BBS_FSW,kp,age_first_partner,age_firstpartner,,,
AGO2018PLACE_FSW,kp,age_fs,c63,,,
LSO2019BBS_FSW,kp,age_fs,qa502,,,
BEN2002ACA_FSW,kp,age_fs,Q301,,,
SWZ2020BBS_FSW,kp,age_fs,firstsex,,,
MWI2019BBS_FSW,kp,age_fs,Q5_1,,,
AGO2018PLACE_MSM,kp,age_fs,c63,,,
AGO2018PLACE_TGW,kp,age_fs,c63,,,
AGO2018PLACE_PWID,kp,age_fs,c63,,,
CIV2020BBS_MSM,kp,age_fs,Q201a_2,,,
ZAF2019ACA_FSW,kp,age_fs,Q5,,,
BEN2008ACA_FSW,kp,age_fs,Q229,,,
BEN2015BBS_FSW,kp,age_fs,Q29A_REVU,,,
TGO2017BBS_CFSW,kp,age_fs,agfirap,,,
BFA2002BBS_FSW,kp,age_fs,ageprmsx2,,,
GIN2002BBS_FSW,kp,age_fs,ageprmsx2,,,
NER2002BBS_FSW,kp,age_fs,ageprmsx2,,,
SEN2002BBS_FSW,kp,age_fs,ageprmsx2,,,
TGO2002BBS_FSW,kp,age_fs,ageprmsx2,,,
BFA2005BBS_FSW,kp,age_fs,ageprmsx2,,,
NER2005BBS_FSW,kp,age_fs,ageprmsx2,,,
GIN2005BBS_FSW,kp,age_fs,ageprmsx2,,,
TGO2005BBS_FSW,kp,age_fs,ageprmsx2,,,
SEN2005BBS_FSW,kp,age_fs,ageprmsx2,,,
MLI2005BBS_FSW,kp,age_fs,ageprmsx2,,,
GHA2011BBS_CFSW,kp,age_fs,FIRSTSEX402,,,
GHA2015BBS_NPP,kp,age_fs,q302,,,
UGA2012BBS_FSW,kp,age_fs,SCFTAG,,,
UGA2012BBS_MSM,kp,age_fs,SCFTAG,,,
UGA2012BBS_PWUD,kp,age_fs,SCFTAG,,,
CIV1999ACA_CFSW,kp,age_fs,agerap,,,
MWI2013BBS_FSW,kp,age_fs,Q302,,,
MWI2006BBS_FSW,kp,age_fs,q302,,,
COD2019BBS1_FSW,kp,age_fs,Age_first_sex,,,
GIN2017BBS_FSW,kp,age_fs,Q201,,,
COG2017BBS_FSW,kp,age_fs,age1ERrappsex,,,
BEN2022BBS_FSW,kp,age_fs,Q22,,,
COD2022PSE_FSW,kp,age_fs,age_premsex,,,
COD2022BBS_FSW,kp,age_fs,age_premsex,,,
COD2022BBS_MSM,kp,age_fs,age_premsex,,,
COD2022BBS_TG,kp,age_fs,age_premsex,,,
TZA2022BBS_FSW,kp,age_fs,age_at_firstcoital_debut,,,
BDI2021BBS_FSW,kp,age_fs,q33,,,
BDI2021BBS_MSM,kp,age_fs,q201a,,,
SEN2015BBS_FSW,kp,age_fs,A1QA301,,,
CAF2019BBS_FSW,kp,age_fs,QA301,,,
SEN2019BBS_FSW,kp,age_fs,age_fs,,,
NGA2020BBS_TG,kp,age_fs,age_1stsex,,,
BEN2017ACA_FSW,kp,age_fs,M0quQ13,,,
SWZ2020BBS_TGW,kp,age_fs_anal,agefirstanal,,,
ZAF2014BBS_FSW,kp,age_fs_anal,fasexage,,,
ZAF2018BBS_FSW,kp,age_fs_anal,faage,,,
ZMB2017BBS_FSW,kp,age_fs_anal,mf_anage,,,
TZA2022BBS_PWID,kp,age_fs_anal,age_at_first_anal_sex,,,
ZAF2017BBS_PWID,kp,age_fs_anal_woman,faage,,,
BDI2021BBS_MSM,kp,age_fs_cat,q201a1,,,
MLI2014BBS_MSM,kp,age_fs_gift,h125,,,
LSO2019BBS_MSM,kp,age_fs_man,qa501,,,
CIV2020BBS_MSM,kp,age_fs_man,Q201b_2,,,
ZAF2013BBS_MSM,kp,age_fs_man,masexage,,,
SLE2021BBS_MSM,kp,age_fs_man,sh11,,,
SLE2021BBS_TGW,kp,age_fs_man,sh17,,,
SSD2016BBS_FSW,kp,age_fs_man,lifm1age,,,
SSD2017BBS_FSW,kp,age_fs_man,LIFM1AGE,,,
SSD2019BBS_FSW,kp,age_fs_man,LIFM1AGE,,,
SSD2019BBS2_FSW,kp,age_fs_man,LIFM1AGE,,,
TGO2017BBS_MSM,kp,age_fs_man,ageraph,,,
ZAF2019BBS_TGW,kp,age_fs_man,q2_1,,,
KEN2016ACA2_MSM,kp,age_fs_man,q301,,,
UGA2012BBS_MSM,kp,age_fs_man,MMFTAG,,,
CIV2012ACA_MSM,kp,age_fs_man,age1rap,,,
COD2019BBS_MSM,kp,age_fs_man,q305,,,
RWA2015BBS_MSM,kp,age_fs_man,EX1STM,,,
SEN2007ACA_MSM,kp,age_fs_man,v201a,,,
ZWE2019BBS_MSM,kp,age_fs_man,LIMM1AGE,,,
BEN2022BBS_MSM,kp,age_fs_man,Q201B,,,
GHA2017BBS_MSM,kp,age_fs_man,qa501,,,
COD2022PSE_MSM,kp,age_fs_man,age_premsex,,,
COD2022PSE_TG,kp,age_fs_man,age_premsex,,,
MLI2014BBS_MSM,kp,age_fs_man,d55,,,
ZMB2023BBS_FSW,kp,age_fs_man,LIFM1AGE,,,
MWI2020BBS_TG,kp,age_fs_man,q3_06age,,,
BDI2021BBS_MSM,kp,age_fs_man,q201b,,,
KEN2016ACA_MSM,kp,age_fs_man,IDFIRSTSEX_TEXT,,,
MWI2016ACA_MSM,kp,age_fs_man,IDFIRSTSEX_TEXT,,,
ZAF2016ACA_MSM,kp,age_fs_man,IDFIRSTSEX_TEXT,,,
GIN2022BBS_MSM,kp,age_fs_man,Q201b,,,
CAF2019BBS_MSM,kp,age_fs_man,firstsexmale,,,
SEN2017BBS_MSM,kp,age_fs_man,vie_sexuellemrq201_1,,,
ZMB2021BBS_MSM,kp,age_fs_man,limm1age,,,
NAM2019BBS_MSM,kp,age_fs_man_anal,maage,,,
NAM2019BBS_FSW,kp,age_fs_man_anal,fasexage,,,
UGA2021BBS_MSM,kp,age_fs_man_anal,mmage,,,
MOZ2011BBS_MSM,kp,age_fs_man_anal,MASEXAGE,,,
ZAF2017BBS_MSM,kp,age_fs_man_anal,maage,,,
ZAF2017BBS_PWID,kp,age_fs_man_anal,maage,,,
MOZ2021BBS_MSM,kp,age_fs_man_anal,ident4_masexage_other,,,
BEN2013BBS_MSM,kp,age_fs_man_anal,Q3011,,,
MWI2019BBS_MSM,kp,age_fs_man_anal,Q6_3B,,,
COG2017BBS_MSM,kp,age_fs_man_anal,s03q0aw,,,
COD2022BBS_MSM,kp,age_fs_man_anal,agrapsex,,,
COD2022BBS_TG,kp,age_fs_man_anal,agrapsex,,,
COG2017BBS_MSM,kp,age_fs_man_anal_cat,s03q0a,,,
BEN2017BBS_MSM,kp,age_fs_man_cat,Q301,,,
BDI2021BBS_MSM,kp,age_fs_man_cat,q201a11,,,
SWZ2020BBS_FSW,kp,age_fs_paid,firstsellsex,,,
NAM2019BBS_MSM,kp,age_fs_paid,selage,,,
MWI2019BBS_FSW,kp,age_fs_paid,Q5_2,,,
UGA2021BBS_FSW,kp,age_fs_paid,swage,,,
BEN2008ACA_FSW,kp,age_fs_paid,Q224,,,
BEN2012BBS_FSW,kp,age_fs_paid,Q229B,,,
BEN2015BBS_FSW,kp,age_fs_paid,Q29B_REVU,,,
NAM2019BBS_FSW,kp,age_fs_paid,selage,,,
TGO2017BBS_FSW,kp,age_fs_paid,agdeb,,,
BFA2002BBS_FSW,kp,age_fs_paid,rapsexre,,,
GIN2002BBS_FSW,kp,age_fs_paid,rapsexre,,,
NER2002BBS_FSW,kp,age_fs_paid,rapsexre,,,
SEN2002BBS_FSW,kp,age_fs_paid,rapsexre,,,
TGO2002BBS_FSW,kp,age_fs_paid,rapsexre,,,
BFA2005BBS_FSW,kp,age_fs_paid,rapsexre,,,
NER2005BBS_FSW,kp,age_fs_paid,rapsexre,,,
GIN2005BBS_FSW,kp,age_fs_paid,rapsexre,,,
TGO2005BBS_FSW,kp,age_fs_paid,rapsexre,,,
SEN2005BBS_FSW,kp,age_fs_paid,rapsexre,,,
MLI2005BBS_FSW,kp,age_fs_paid,rapsexre,,,
MOZ2012BBS_FSW,kp,age_fs_paid,SXWK1,,,
ZAF2014BBS_FSW,kp,age_fs_paid,sxwk1,,,
BEN2005ACA_FSW,kp,age_fs_paid,Q205A,,,
SLE2021BBS_FSW,kp,age_fs_paid,sh03,,,
BFA2022BBS_FSW,kp,age_fs_paid,q106b,,,
COD2019BBS1_FSW,kp,age_fs_paid,Age_first_sex_money,,,
COD2019BBS2_FSW,kp,age_fs_paid,q205,,,
GIN2022BBS_FSW,kp,age_fs_paid,Q09,,,
NGA2014BBS_FSW,kp,age_fs_paid,q802_age,,,
NGA2014BBS_PWID,kp,age_fs_paid,q802_age,,,
NGA2020BBS_FSW,kp,age_fs_paid,1,,,
GIN2017BBS_FSW,kp,age_fs_paid,Q202,,,
COG2017BBS_FSW,kp,age_fs_paid,age1ERrappayant,,,
MOZ2021BBS_FSW,kp,age_fs_paid,age_fs_paid,,,
BEN2022BBS_FSW,kp,age_fs_paid,Q08,,,
COD2022PSE_MSM,kp,age_fs_paid,agrapsex,,,
COD2022PSE_FSW,kp,age_fs_paid,agrapsex,,,
COD2022PSE_PWID,kp,age_fs_paid,agrapsex,,,
COD2022PSE_TG,kp,age_fs_paid,agrapsex,,,
COD2022BBS_FSW,kp,age_fs_paid,agrapsex,,,
ZMB2023BBS_FSW,kp,age_fs_paid,SWAGE,,,
TZA2022BBS_FSW,kp,age_fs_paid,age_at_sex_for_money,,,
NGA2020BBS_FSW,kp,age_fs_paid,2,,,
NGA2020BBS_FSW,kp,age_fs_paid,3,,,
NGA2020BBS_FSW,kp,age_fs_paid,4,,,
NGA2020BBS_FSW,kp,age_fs_paid,5,,,
NGA2020BBS_FSW,kp,age_fs_paid,6,,,
NGA2020BBS_FSW,kp,age_fs_paid,7,,,
NGA2020BBS_FSW,kp,age_fs_paid,8,,,
NGA2020BBS_FSW,kp,age_fs_paid,9,,,
RWA2015BBS_FSW,kp,age_fs_paid,q205,,,
SEN2015BBS_FSW,kp,age_fs_paid,A1QA305,,,
CAF2019BBS_FSW,kp,age_fs_paid,QA305,,,
SEN2019BBS_FSW,kp,age_fs_paid,v46,,,
BEN2017ACA_FSW,kp,age_fs_paid,M0quQ14,,,
MWI2013BBS_FSW,kp,age_fs_paidfor,Q702,,,
MWI2019BBS_CFSW,kp,age_fs_paidfor_anal,Q26,,,
MWI2019BBS_CFSW,kp,age_fs_paidfor_vag,Q25,,,
KEN2021ACA_FSW,kp,age_fs_paidorgift,age_first_txsex,,,
BEN2012BBS_FSW,kp,age_fs_paidorgift,Q224,,,
BEN2015BBS_FSW,kp,age_fs_paidorgift,Q24,,,
SSD2016BBS_FSW,kp,age_fs_paidorgift,swage,,,
SSD2017BBS_FSW,kp,age_fs_paidorgift,SWAGE,,,
SSD2019BBS_FSW,kp,age_fs_paidorgift,SWAGE,,,
SSD2019BBS2_FSW,kp,age_fs_paidorgift,SWAGE,,,
MWI2013BBS_FSW,kp,age_fs_paidorgift,Q902,,,
ZMB2017BBS_FSW,kp,age_fs_paidorgift,exage,,,
BDI2021BBS_FSW,kp,age_fs_paidorgift,q28,,,
ZMB2021BBS_MSM,kp,age_fs_paidorgift,swage,,,
SLE2021BBS_TGW,kp,age_fs_tgw,sh11,,,
NAM2019BBS_FSW,kp,age_fs_vag,fvsexage,,,
MOZ2012BBS_FSW,kp,age_fs_vag,FVSEXAGE,,,
ZAF2017BBS_MSM,kp,age_fs_vag,fvsexag,,,
ZAF2014BBS_FSW,kp,age_fs_vag,fvsexage,,,
MWI2019BBS_CFSW,kp,age_fs_vag,Q23,,,
ZAF2017BBS_PWID,kp,age_fs_vag,age_fs_vag,,,
ZAF2018BBS_FSW,kp,age_fs_vag,fvsexage,,,
SLE2021BBS_FSW,kp,age_fs_vag,,,,
MOZ2021BBS_FSW,kp,age_fs_vag,age_fs_vag,,,
ZMB2017BBS_FSW,kp,age_fs_vag,f_vagage,,,
TZA2022BBS_PWID,kp,age_fs_vag,age_at_first_viginal_sex,,,
NAM2019BBS_MSM,kp,age_fs_woman,mvsexag,,,
SLE2021BBS_TGW,kp,age_fs_woman,sh05,,,
TGO2017BBS_MSM,kp,age_fs_woman,agerapf,,,
MOZ2011BBS_MSM,kp,age_fs_woman,FVSEXAGE,,,
